,E,S,na,naa,nd,nda,nt,size_raw,t_start,t_stop,width_ms,spot
0,0.16048579622905357,0.5247062324868615,12.169755560369062,59.759974454690244,74.37030071979885,-0.043090746770783006,146.30003073485815,158,16.71751047,16.71885958,1.34911,0
1,0.13609757161712127,0.3865897003892098,7.079604465537933,71.80896307229818,52.49882077880322,-0.034296032386236824,131.38738831663935,142,21.4494189,21.450492660000002,1.07376,0
2,0.053253008657557714,0.3439185673527423,2.336539535104399,72.81994748214424,48.52763802392009,-0.032324048852182416,123.68412504116873,134,32.62260693,32.62361895,1.01202,0
3,0.1783190398707944,0.5300993057412839,12.898582326332871,55.784348671549836,69.43424569195646,-0.0387149491652525,138.11717668983917,149,33.49852158,33.49973369,1.21211,0
4,0.13357067165669506,0.5360847276039017,11.13522162638974,62.76423549479088,84.3814794211359,-0.04232578069302786,158.2809365423165,171,34.56111313,34.56243829,1.32516,0
5,0.15238668087514748,0.548024948837232,12.047944584386245,56.728243494274864,78.28705556808856,-0.04878726869009956,147.06324364674967,159,34.56220184,34.5637293,1.52746,0
6,0.11550338785008166,0.5949376573145462,6.975338979654635,35.77175591921902,62.40120901218044,-0.040975671461014905,105.14830391105409,114,34.60063271,34.6019156,1.28289,0
7,0.21052136867562898,0.6028254511766676,9.489010158286236,25.83650771648943,41.57108326485754,-0.02935106169070227,76.8966011396332,83,35.33761465,35.33853359,0.9189400000000001,0
8,0.13114946168105548,0.5618949709037216,10.791899847087098,55.81793171661856,83.5223497280475,-0.032685930508172645,150.13218129175317,162,50.31000369,50.31102704,1.0233500000000002,0
9,0.03771499981428067,0.5071624115054607,1.7349286157098716,38.89049927554329,51.71272837946098,-0.019658190892524567,92.33815627071414,100,50.311325860000004,50.31194133,0.61547,0
10,0.16005693472932023,0.5449514187171155,8.536603366316712,38.74626440249171,52.33433283983925,-0.04555205307357266,99.61720060864766,108,57.44510042,57.44652659,1.42617,0
11,0.11228420935894799,0.5745709561787584,6.761169957925887,38.788759159403476,62.44581646465564,-0.037923153379551024,107.995745581985,117,57.44670346,57.44789078,1.18732,0
12,0.293056598703374,0.4718339577832813,14.669380539207486,48.748449186309486,41.340064549752356,-0.04515982829550029,104.75789427526934,113,62.49191271,62.4933266,1.41389,0
13,0.20552757244528447,0.5280130328649723,19.73012276667827,74.65593035235823,89.09734437149395,-0.06176933392198188,183.48339749053042,198,64.88620781,64.88814172000001,1.93391,0
14,0.1509941079741901,0.4350280536755958,7.993001022410566,59.810679942317854,52.50332493195155,-0.03398781014613924,120.30700589667998,130,65.06073995,65.06180406,1.0641100000000001,0
15,0.06397110265947101,0.4220580076124107,2.8348574469533157,52.79329240791137,48.457709295973714,-0.037109318905179364,104.0858591508384,113,76.40263984,76.40380168,1.16184,0
16,0.20891568788728287,0.43546792703680776,17.914460957875015,96.71289663335291,79.24679357321034,-0.05154242417515841,193.87415116443827,209,82.10862837,82.11024209,1.61372,0
17,0.11488134132406604,0.4735864791762865,9.592646825699262,80.74877654805417,86.34092337273609,-0.045101058459046446,176.68234674648951,191,82.11010504000001,82.11151709,1.41205,0
18,0.46669029979052246,0.4711496804153948,24.261474931105482,50.767005615641274,32.38874674388403,-0.04182847289216574,107.41722729063079,115,83.42941555,83.43072514,1.30959,0
19,0.21307234861171964,0.4790832752405997,10.542135483545504,46.80346908823523,45.48440748872857,-0.03528234355454911,102.8300120605093,111,98.85280917,98.85391381000001,1.10464,0
20,0.10230250038921837,0.5490274259249058,5.410886455797277,37.79701614775715,55.46747840741356,-0.03644081201551693,98.67538101096798,107,98.9227036,98.92384451,1.1409099999999999,0
21,0.24188285833185594,0.37584251170338484,11.846785994868858,70.76247058799346,43.37684924504974,-0.042642626767822475,125.98610582791207,136,111.38940655,111.39074163000001,1.33508,0
22,0.2739237508686569,0.5170049007338605,13.426541305613952,39.83839004652136,41.57602149701395,-0.029013135131092688,94.84095284914926,102,115.39210855,115.39301691,0.90836,0
23,0.25073209064584734,0.5621317380773818,17.307862998703165,46.77977628196376,60.42225017528165,-0.03953581046789581,124.50988945594858,134,117.84390133000001,117.84513914,1.23781,0
24,0.07475474762979178,0.5767897769014767,3.8491279426182743,32.86861585456716,55.6553179300056,-0.023586826698949775,92.37306172719104,100,119.51580127,119.51653974,0.73847,0
25,0.09641537440854209,0.5050989678691876,4.618661359317018,40.834849558087015,50.566733139744336,-0.029648743688392376,96.02024405714837,104,120.83320330000001,120.83413156,0.92826,0
26,0.1790075181530474,0.7205573192074134,13.103991825009084,24.6987969495126,70.20980350719947,-0.054073679359379526,108.01259228172115,117,120.87833388,120.88002685000001,1.69297,0
27,0.25876920255943603,0.5111560140333231,12.367703568604847,39.76605733406564,41.386258957740964,-0.041998713777110834,93.52001986041145,101,121.01590383,121.01721875,1.31492,0
28,0.15728602717604687,0.4221425430425576,8.56500607529894,64.85125500725944,53.609772306771006,-0.02670354443871377,127.02603338932938,137,122.98180199000001,122.98263804,0.83605,0
29,0.1855418445123219,0.46707199058200916,20.13239000151777,107.71035068413202,103.24011435750542,-0.05199948741410105,231.08285504315523,249,122.98630533000001,122.98793336,1.6280299999999999,0
30,0.15453153172437725,0.5361432418869758,8.38615652039509,40.84775188076334,53.60058196734193,-0.02733244556902688,102.83449036850035,111,124.88793889,124.88879463,0.8557400000000001,0
31,0.09665390949879873,0.5276840271422095,7.917507157668188,63.78917369900408,86.44690399593395,-0.03784873288012851,158.15358485260623,171,129.60173435000002,129.60291934,1.1849900000000002,0
